Latitude,Longitude,Year Built,Beds,Baths,buildingSize,lotSize,PostalCode,Price
29.76309,-95.36359,0.0,0.0,1.0,564.0,0.0,77002,1999.0
29.76056,-95.36276,1912.0,0.0,1.0,484.0,0.0,77002,1170.0
29.746029,-95.367851,2020.0,0.0,1.0,568.0,0.0,77002,1421.0
29.749527,-95.366351,2018.0,0.0,1.0,557.0,0.0,77002,1343.0
29.75807,-95.35824,2017.0,0.0,1.0,613.0,0.0,77002,1624.0
29.75206,-95.377296,0.0,0.0,1.0,490.0,0.0,77002,1225.0
29.760274,-95.352374,1910.0,0.0,1.0,502.0,0.0,77002,1623.0
29.74934,-95.36777,0.0,0.0,1.0,461.0,0.0,77002,1342.0
29.752,-95.36848,2016.0,0.0,1.0,577.0,0.0,77002,1268.0
29.75729,-95.35905,0.0,0.0,1.0,591.0,0.0,77002,1725.0
29.74958,-95.366455,0.0,1.0,1.0,758.0,0.0,77002,1635.0
29.76055,-95.362724,0.0,1.0,1.0,891.0,0.0,77002,2723.0
29.760608,-95.36277,0.0,1.0,1.0,818.0,0.0,77002,2433.0
29.737803,-95.38073,0.0,1.0,1.0,649.0,0.0,77002,1315.0
29.743534,-95.374992,0.0,1.0,1.0,748.0,0.0,77002,2260.0
29.743534,-95.374992,0.0,1.0,1.0,699.0,0.0,77002,1770.0
29.743534,-95.374992,0.0,1.0,1.0,663.0,0.0,77002,1665.0
29.761524,-95.36219,0.0,1.0,1.0,967.0,0.0,77002,2400.0
29.760608,-95.36277,0.0,1.0,1.0,835.0,0.0,77002,2452.0
29.761487,-95.362097,0.0,1.0,2.0,1189.0,0.0,77002,2758.0
29.76055,-95.362724,0.0,1.0,1.0,1144.0,0.0,77002,3132.0
29.760608,-95.36277,0.0,1.0,1.0,1132.0,0.0,77002,2758.0
29.760608,-95.36277,0.0,1.0,1.0,817.0,0.0,77002,2680.0
29.74991,-95.376244,0.0,1.0,1.0,863.0,0.0,77002,1631.0
29.739386,-95.379333,0.0,1.0,1.0,565.0,0.0,77002,1355.0
29.761524,-95.36219,0.0,1.0,1.0,1014.0,0.0,77002,2465.0
29.76055,-95.362724,0.0,1.0,1.0,578.0,0.0,77002,2349.0
29.763325,-95.363098,0.0,1.0,1.0,929.0,0.0,77002,2429.0
29.757948,-95.362236,0.0,1.0,2.0,1000.0,0.0,77002,2340.0
29.761487,-95.362097,0.0,1.0,1.0,1014.0,0.0,77002,2290.0
29.758823,-95.363152,0.0,1.0,1.0,788.0,0.0,77002,1395.0
29.761524,-95.36219,0.0,1.0,2.0,1189.0,0.0,77002,2998.0
29.737803,-95.38073,0.0,1.0,1.0,808.0,0.0,77002,1482.0
29.760608,-95.36277,0.0,1.0,1.0,1144.0,0.0,77002,2460.0
29.76055,-95.362724,0.0,1.0,1.0,573.0,0.0,77002,2156.0
29.761524,-95.36219,0.0,1.0,1.0,956.0,0.0,77002,2425.0
29.737803,-95.38073,0.0,1.0,1.0,737.0,0.0,77002,1756.0
29.761524,-95.36219,0.0,1.0,1.0,982.0,0.0,77002,2260.0
29.76055,-95.362724,0.0,1.0,1.0,1228.0,0.0,77002,2725.0
29.752576,-95.367741,0.0,1.0,1.0,783.0,0.0,77002,1575.0
29.74958,-95.366455,0.0,1.0,1.0,796.0,0.0,77002,1810.0
29.74958,-95.366455,0.0,1.0,1.0,716.0,0.0,77002,1650.0
29.750557,-95.364281,0.0,1.0,2.0,1077.0,0.0,77002,2399.0
29.763551,-95.36567,2021.0,1.0,1.0,1022.0,0.0,77002,2740.0
29.758026,-95.362125,0.0,1.0,1.0,740.0,0.0,77002,1862.0
29.751829,-95.368332,0.0,1.0,1.0,680.0,0.0,77002,1947.0
29.743534,-95.374992,0.0,1.0,1.0,1000.0,0.0,77002,2595.0
29.739386,-95.379333,0.0,1.0,1.0,576.0,0.0,77002,1383.0
29.763325,-95.363098,0.0,1.0,1.0,1076.0,0.0,77002,3009.0
29.743534,-95.374992,0.0,1.0,1.0,835.0,0.0,77002,3200.0
29.757948,-95.362244,0.0,1.0,2.0,875.0,0.0,77002,2057.0
29.752577,-95.367744,0.0,1.0,1.0,746.0,0.0,77002,1550.0
29.752576,-95.367741,0.0,1.0,1.0,683.0,0.0,77002,1410.0
29.739386,-95.379333,0.0,1.0,1.0,768.0,0.0,77002,1879.0
29.737803,-95.38073,0.0,1.0,1.0,945.0,0.0,77002,1805.0
29.750557,-95.364281,0.0,1.0,1.0,855.0,0.0,77002,2409.0
29.750557,-95.364281,0.0,1.0,1.0,943.0,0.0,77002,2609.0
29.751059,-95.368912,0.0,1.0,1.0,680.0,0.0,77002,1930.0
29.752577,-95.367744,0.0,1.0,1.0,678.0,0.0,77002,1475.0
29.74958,-95.366455,0.0,1.0,1.0,693.0,0.0,77002,1520.0
29.750557,-95.364281,0.0,1.0,1.0,960.0,0.0,77002,2159.0
29.752577,-95.367744,0.0,1.0,1.0,783.0,0.0,77002,1485.0
29.757948,-95.362236,0.0,1.0,1.0,740.0,0.0,77002,1732.0
29.752577,-95.367744,0.0,1.0,1.0,705.0,0.0,77002,1550.0
29.757948,-95.362244,0.0,1.0,2.0,970.0,0.0,77002,2155.0
29.757948,-95.362236,0.0,1.0,2.0,970.0,0.0,77002,2112.0
29.758026,-95.362125,0.0,1.0,1.0,925.0,0.0,77002,2047.0
29.750557,-95.364281,0.0,1.0,1.0,884.0,0.0,77002,2269.0
29.757948,-95.362236,0.0,1.0,2.0,875.0,0.0,77002,2069.0
29.752576,-95.367741,0.0,1.0,1.0,761.0,0.0,77002,1480.0
29.737803,-95.38073,0.0,1.0,1.0,622.0,0.0,77002,1571.0
29.737803,-95.38073,0.0,1.0,1.0,783.0,0.0,77002,1690.0
29.74958,-95.366455,0.0,1.0,1.0,860.0,0.0,77002,1820.0
29.743534,-95.374992,0.0,1.0,1.0,896.0,0.0,77002,2595.0
29.758026,-95.362125,0.0,1.0,1.0,790.0,0.0,77002,1932.0
29.743534,-95.374992,0.0,1.0,1.0,876.0,0.0,77002,2325.0
29.737803,-95.38073,0.0,1.0,1.0,746.0,0.0,77002,1370.0
29.751829,-95.368324,0.0,1.0,1.0,706.0,0.0,77002,1786.0
29.750557,-95.364281,0.0,1.0,1.0,807.0,0.0,77002,1859.0
29.743534,-95.374992,0.0,1.0,1.0,927.0,0.0,77002,2995.0
29.751829,-95.368332,0.0,1.0,1.0,692.0,0.0,77002,2089.0
29.751829,-95.368332,0.0,1.0,1.0,706.0,0.0,77002,2097.0
29.743534,-95.374992,0.0,1.0,1.0,520.0,0.0,77002,1700.0
29.752577,-95.367744,0.0,1.0,1.0,649.0,0.0,77002,1445.0
29.750557,-95.364281,0.0,1.0,1.0,917.0,0.0,77002,2469.0
29.757948,-95.362236,0.0,1.0,2.0,1020.0,0.0,77002,2260.0
29.758026,-95.362125,0.0,1.0,1.0,730.0,0.0,77002,1697.0
29.753317,-95.36367,0.0,1.0,1.0,770.0,0.0,77002,1495.0
29.749527,-95.36635,0.0,1.0,1.0,800.0,0.0,77002,1835.0
29.749527,-95.36635,0.0,1.0,1.0,744.0,0.0,77002,1705.0
29.749527,-95.36635,0.0,1.0,1.0,860.0,0.0,77002,1895.0
29.749527,-95.36635,0.0,1.0,1.0,960.0,0.0,77002,2135.0
29.743534,-95.374992,0.0,1.0,1.0,788.0,0.0,77002,2365.0
29.750557,-95.364281,0.0,1.0,1.0,931.0,0.0,77002,2999.0
29.749527,-95.36635,0.0,1.0,1.0,809.0,0.0,77002,1835.0
29.749527,-95.36635,0.0,1.0,1.0,557.0,0.0,77002,1410.0
29.749527,-95.36635,0.0,1.0,1.0,778.0,0.0,77002,1665.0
29.757948,-95.362236,0.0,1.0,1.0,990.0,0.0,77002,2119.0
29.750557,-95.364281,0.0,1.0,1.0,751.0,0.0,77002,2329.0
29.751829,-95.368324,0.0,1.0,1.0,692.0,0.0,77002,1627.0
29.751059,-95.368912,0.0,1.0,1.0,692.0,0.0,77002,1858.0
29.751829,-95.368324,0.0,1.0,1.0,725.0,0.0,77002,1786.0
29.763733,-95.360367,0.0,1.0,1.0,845.0,0.0,77002,1490.0
29.753756,-95.377296,0.0,1.0,1.0,842.0,0.0,77002,1500.0
29.751678,-95.367617,0.0,1.0,1.0,610.0,0.0,77002,1293.0
29.762463,-95.360014,0.0,1.0,1.0,801.0,0.0,77002,1400.0
29.76055,-95.362724,0.0,1.0,1.0,817.0,0.0,77002,1795.0
29.74991,-95.376244,0.0,1.0,1.0,752.0,0.0,77002,1404.0
29.750557,-95.364281,0.0,1.0,2.0,1063.0,0.0,77002,2039.0
29.74991,-95.376244,0.0,1.0,1.0,739.0,0.0,77002,1542.0
29.74991,-95.376244,0.0,1.0,1.0,871.0,0.0,77002,1736.0
29.763171,-95.363196,0.0,1.0,1.0,878.0,0.0,77002,2299.0
29.74991,-95.376244,0.0,1.0,1.0,1143.0,0.0,77002,2060.0
29.74991,-95.376244,0.0,1.0,1.0,742.0,0.0,77002,1500.0
29.76175,-95.362223,0.0,1.0,1.0,967.0,0.0,77002,2065.0
29.74958,-95.366455,0.0,1.0,1.0,557.0,0.0,77002,1420.0
29.743534,-95.374992,0.0,1.0,1.0,869.0,0.0,77002,2370.0
29.74991,-95.376244,0.0,1.0,1.0,800.0,0.0,77002,1679.0
29.74991,-95.376244,0.0,1.0,1.0,922.0,0.0,77002,1849.0
29.752518,-95.376556,0.0,1.0,1.0,1002.0,0.0,77002,1675.0
29.74991,-95.376244,0.0,1.0,1.0,917.0,0.0,77002,1552.0
29.749228,-95.371698,1965.0,1.0,1.0,718.0,31564.0,77002,1495.0
29.740911,-95.378372,2019.0,1.0,1.0,746.0,0.0,77002,1613.0
29.740911,-95.378372,2019.0,1.0,1.0,734.0,0.0,77002,1477.0
29.740911,-95.378372,2019.0,1.0,2.0,924.0,0.0,77002,1963.0
29.740911,-95.378372,2019.0,1.0,1.0,921.0,0.0,77002,2090.0
29.752489,-95.373001,1972.0,1.0,1.0,706.0,64120.0,77002,1925.0
29.749228,-95.371698,1965.0,1.0,1.0,737.0,31564.0,77002,1800.0
29.75791,-95.36235,0.0,1.0,1.0,730.0,0.0,77002,1675.0
29.758713,-95.362868,1921.0,1.0,1.0,519.0,25056.0,77002,1150.0
29.749401,-95.367897,2016.0,1.0,1.0,732.0,0.0,77002,1895.0
29.749401,-95.367897,2016.0,1.0,1.0,893.0,0.0,77002,1930.0
29.749401,-95.367897,2016.0,1.0,1.0,674.0,0.0,77002,1880.0
29.749401,-95.367897,2016.0,1.0,1.0,820.0,0.0,77002,1905.0
29.749401,-95.367897,2016.0,1.0,1.0,783.0,0.0,77002,1995.0
29.749401,-95.367897,2016.0,1.0,1.0,634.0,0.0,77002,1745.0
29.749401,-95.367897,2016.0,1.0,2.0,952.0,0.0,77002,2270.0
29.749298,-95.367801,2016.0,1.0,1.0,674.0,0.0,77002,1680.0
29.739386,-95.379333,2016.0,1.0,1.0,655.0,125671.0,77002,1431.0
29.757227,-95.358978,2017.0,1.0,1.0,786.0,0.0,77002,1935.0
29.757227,-95.358978,2017.0,1.0,1.0,811.0,0.0,77002,1920.0
29.757227,-95.358978,2017.0,1.0,1.0,940.0,0.0,77002,2065.0
29.757227,-95.358978,2017.0,1.0,1.0,725.0,0.0,77002,1880.0
29.757227,-95.358978,2017.0,1.0,1.0,903.0,0.0,77002,2280.0
29.757227,-95.358978,2017.0,1.0,1.0,879.0,0.0,77002,2110.0
29.757227,-95.358978,2017.0,1.0,1.0,766.0,0.0,77002,1855.0
29.757227,-95.358978,2017.0,1.0,1.0,689.0,0.0,77002,1790.0
29.757227,-95.358978,2017.0,1.0,1.0,707.0,0.0,77002,1835.0
29.757653,-95.35896,2017.0,1.0,1.0,766.0,0.0,77002,1930.0
29.757227,-95.358978,2017.0,1.0,1.0,763.0,0.0,77002,1950.0
29.757227,-95.358978,2017.0,1.0,1.0,803.0,0.0,77002,1935.0
29.763733,-95.360367,1997.0,1.0,1.0,698.0,51048.0,77002,1800.0
29.752561,-95.376624,2004.0,1.0,1.0,586.0,40337.0,77002,1350.0
29.752561,-95.376624,2004.0,1.0,2.0,998.0,40337.0,77002,2350.0
29.752491,-95.373001,1972.0,1.0,1.0,733.0,64120.0,77002,2010.0
29.752491,-95.373001,1972.0,1.0,1.0,1367.0,64120.0,77002,2500.0
29.752491,-95.373001,1972.0,1.0,1.0,652.0,64120.0,77002,1810.0
29.761524,-95.36219,2017.0,1.0,2.0,1079.0,0.0,77002,3253.0
29.761524,-95.36219,2017.0,1.0,1.0,1079.0,0.0,77002,2913.0
29.76175,-95.362223,2017.0,1.0,2.0,1189.0,0.0,77002,3166.0
29.757883,-95.357193,2014.0,1.0,1.0,755.0,147320.0,77002,1788.0
29.757883,-95.357193,2014.0,1.0,1.0,710.0,147320.0,77002,1711.0
29.762394,-95.363625,2022.0,1.0,1.0,828.0,0.0,77002,2340.0
29.749228,-95.371698,1965.0,1.0,1.0,697.0,0.0,77002,1525.0
29.75278,-95.36767,2016.0,1.0,1.0,649.0,0.0,77002,1370.0
29.75753,-95.365463,0.0,1.0,1.0,600.0,0.0,77002,1100.0
29.74997,-95.37578,2003.0,1.0,1.0,723.0,0.0,77002,1500.0
29.74721,-95.37328,2015.0,1.0,1.0,750.0,0.0,77002,1781.0
29.75765,-95.35738,2016.0,1.0,1.0,710.0,0.0,77002,1785.0
29.760531,-95.363798,2016.0,1.0,1.0,639.0,0.0,77002,1087.0
29.743534,-95.374992,0.0,2.0,2.0,1350.0,0.0,77002,3095.0
29.752576,-95.367741,0.0,2.0,2.0,1069.0,0.0,77002,2655.0
29.76055,-95.362724,0.0,2.0,1.0,1501.0,0.0,77002,3901.0
29.763325,-95.363098,0.0,2.0,2.0,1664.0,0.0,77002,4226.0
29.76175,-95.362223,0.0,2.0,3.0,1998.0,0.0,77002,5597.0
29.76175,-95.362223,0.0,2.0,3.0,1595.0,0.0,77002,3637.0
29.761524,-95.36219,0.0,2.0,3.0,1898.0,0.0,77002,4005.0
29.763325,-95.363098,0.0,2.0,2.0,1406.0,0.0,77002,3979.0
29.739386,-95.379333,0.0,2.0,2.0,878.0,0.0,77002,1998.0
29.761524,-95.36219,0.0,2.0,3.0,1595.0,0.0,77002,3882.0
29.757948,-95.362236,0.0,2.0,2.0,1425.0,0.0,77002,2768.0
29.763325,-95.363098,0.0,2.0,3.0,1472.0,0.0,77002,3796.0
29.753317,-95.36367,0.0,2.0,2.0,1305.0,0.0,77002,2395.0
29.757948,-95.362244,0.0,2.0,3.0,1560.0,0.0,77002,2964.0
29.758026,-95.362125,0.0,2.0,3.0,1560.0,0.0,77002,2954.0
29.751059,-95.368912,0.0,2.0,2.0,991.0,0.0,77002,1893.0
29.763325,-95.363098,0.0,2.0,3.0,1976.0,0.0,77002,5699.0
29.750557,-95.364281,0.0,2.0,2.0,1490.0,0.0,77002,3539.0
29.743534,-95.374992,0.0,2.0,2.0,1480.0,0.0,77002,3935.0
29.753756,-95.377296,0.0,2.0,2.0,1433.0,0.0,77002,2200.0
29.761524,-95.36219,0.0,2.0,2.0,1377.0,0.0,77002,3697.0
29.751829,-95.368332,0.0,2.0,2.0,1031.0,0.0,77002,1979.0
29.743534,-95.374992,0.0,2.0,2.0,1489.0,0.0,77002,3035.0
29.757948,-95.362236,0.0,2.0,3.0,1560.0,0.0,77002,3001.0
29.751059,-95.368912,0.0,2.0,2.0,1364.0,0.0,77002,2194.0
29.750557,-95.364281,0.0,2.0,3.0,1429.0,0.0,77002,4029.0
29.743534,-95.374992,0.0,2.0,2.0,1522.0,0.0,77002,3719.0
29.757948,-95.362244,0.0,2.0,2.0,1300.0,0.0,77002,2395.0
29.750557,-95.364281,0.0,2.0,2.0,1176.0,0.0,77002,3089.0
29.751829,-95.368332,0.0,2.0,2.0,991.0,0.0,77002,1982.0
29.751829,-95.368324,0.0,2.0,2.0,1031.0,0.0,77002,1977.0
29.750557,-95.364281,0.0,2.0,3.0,1508.0,0.0,77002,3589.0
29.758823,-95.363152,0.0,2.0,2.0,1298.0,0.0,77002,1800.0
29.757948,-95.362236,0.0,2.0,3.0,1730.0,0.0,77002,3334.0
29.758921,-95.369164,2022.0,2.0,2.0,1887.0,0.0,77002,5832.0
29.763171,-95.363196,0.0,2.0,3.0,1472.0,0.0,77002,3997.0
29.763754,-95.364227,2021.0,2.0,3.0,1584.0,0.0,77002,3966.0
29.757948,-95.362244,0.0,2.0,2.0,1425.0,0.0,77002,2998.0
29.751059,-95.368912,0.0,2.0,2.0,1031.0,0.0,77002,1902.0
29.757933,-95.358315,0.0,2.0,2.0,1381.0,0.0,77002,3504.0
29.74991,-95.376244,0.0,2.0,2.0,1248.0,0.0,77002,2407.0
29.74991,-95.376244,0.0,2.0,2.0,1456.0,0.0,77002,3170.0
29.74991,-95.376244,0.0,2.0,2.0,1439.0,0.0,77002,2351.0
29.752577,-95.367744,0.0,2.0,2.0,1199.0,0.0,77002,2330.0
29.740911,-95.378372,0.0,2.0,2.0,1411.0,0.0,77002,2724.0
29.752518,-95.376556,0.0,2.0,2.0,1311.0,0.0,77002,2194.0
29.740911,-95.378372,2019.0,2.0,3.0,1383.0,0.0,77002,3106.0
29.752489,-95.373001,1972.0,2.0,2.0,1233.0,64120.0,77002,2925.0
29.749401,-95.367897,2016.0,2.0,2.0,1270.0,0.0,77002,2448.0
29.749298,-95.367801,2016.0,2.0,2.0,1250.0,0.0,77002,2543.0
29.749401,-95.367897,2016.0,2.0,2.0,1250.0,0.0,77002,2515.0
29.749401,-95.367897,2016.0,2.0,2.0,1129.0,0.0,77002,2565.0
29.753766,-95.377337,2007.0,2.0,2.0,1433.0,21623.0,77002,2395.0
29.757729,-95.364954,1995.0,2.0,3.0,2172.0,31764.0,77002,3499.0
29.757729,-95.364954,1995.0,2.0,2.0,1479.0,31764.0,77002,2500.0
29.739386,-95.379333,2016.0,2.0,2.0,900.0,125671.0,77002,1891.0
29.757227,-95.358978,2017.0,2.0,2.0,1159.0,0.0,77002,2830.0
29.752561,-95.376624,2004.0,2.0,3.0,2573.0,0.0,77002,4950.0
29.753288,-95.363667,2019.0,2.0,2.0,989.0,0.0,77002,2300.0
29.739549,-95.381222,1920.0,2.0,1.0,802.0,6151.0,77002,1300.0
29.762394,-95.363625,2022.0,2.0,2.0,1749.0,0.0,77002,3765.0
29.752489,-95.373001,1972.0,2.0,2.0,1194.0,64120.0,77002,2900.0
29.757729,-95.364954,1995.0,2.0,3.0,1942.0,31764.0,77002,3100.0
29.753296,-95.376133,2006.0,2.0,2.0,1208.0,46875.0,77002,2970.0
29.74991,-95.376244,2004.0,2.0,2.0,1276.0,62509.0,77002,2217.0
29.752491,-95.373001,1972.0,2.0,2.0,1367.0,64120.0,77002,3160.0
29.752491,-95.373001,1972.0,2.0,2.0,1592.0,64120.0,77002,4600.0
29.757729,-95.364954,1995.0,2.0,3.0,2890.0,31764.0,77002,3900.0
29.74991,-95.376244,2004.0,2.0,2.0,1176.0,62509.0,77002,2025.0
29.757729,-95.364954,1995.0,2.0,3.0,2712.0,31764.0,77002,3400.0
29.753296,-95.376133,2006.0,2.0,2.0,1311.0,46875.0,77002,2100.0
29.757729,-95.364954,1995.0,2.0,2.0,1397.0,31764.0,77002,2700.0
29.763325,-95.363098,0.0,3.0,4.0,1980.0,0.0,77002,5929.0
29.761487,-95.362097,0.0,3.0,3.0,2227.0,0.0,77002,8826.0
29.745014,-95.368279,0.0,3.0,3.0,2151.0,0.0,77002,2800.0
29.757729,-95.364954,1995.0,3.0,3.0,2890.0,31764.0,77002,4100.0
29.757729,-95.364954,1995.0,3.0,3.0,2567.0,31764.0,77002,3800.0
29.758245,-95.34565,0.0,0.0,1.0,510.0,0.0,77003,1773.0
29.748439,-95.338592,1930.0,0.0,1.0,425.0,5349.0,77003,880.0
29.7521,-95.35046,0.0,0.0,1.0,567.0,0.0,77003,1230.0
29.76078,-95.34687,0.0,0.0,1.0,696.0,0.0,77003,1564.0
29.760813,-95.346565,0.0,1.0,1.0,707.0,0.0,77003,1782.0
29.760813,-95.346565,0.0,1.0,1.0,790.0,0.0,77003,2019.0
29.760365,-95.345515,0.0,1.0,1.0,908.0,0.0,77003,1758.0
29.760813,-95.346565,0.0,1.0,1.0,708.0,0.0,77003,1874.0
29.760813,-95.346565,0.0,1.0,1.0,705.0,0.0,77003,1585.0
29.760813,-95.346565,0.0,1.0,1.0,830.0,0.0,77003,1713.0
29.760813,-95.346565,0.0,1.0,1.0,776.0,0.0,77003,1940.0
29.745584,-95.363091,0.0,1.0,1.0,783.0,0.0,77003,1609.0
29.760813,-95.346565,0.0,1.0,1.0,846.0,0.0,77003,1766.0
29.745584,-95.363091,0.0,1.0,1.0,760.0,0.0,77003,1494.0
29.760945,-95.346796,0.0,1.0,1.0,1116.0,0.0,77003,1932.0
29.760813,-95.346565,0.0,1.0,1.0,1043.0,0.0,77003,1921.0
29.760813,-95.346565,0.0,1.0,1.0,1003.0,0.0,77003,1738.0
29.760813,-95.346565,0.0,1.0,1.0,972.0,0.0,77003,1784.0
29.760813,-95.346565,0.0,1.0,1.0,828.0,0.0,77003,1695.0
29.760813,-95.346565,0.0,1.0,1.0,942.0,0.0,77003,2095.0
29.753479,-95.350786,2002.0,1.0,1.0,1298.0,36473.0,77003,2400.0
29.748385,-95.33153,1936.0,1.0,1.0,735.0,8686.0,77003,825.0
29.736542,-95.343092,1927.0,1.0,1.0,590.0,5001.0,77003,750.0
29.742228,-95.345612,1930.0,1.0,1.0,423.0,7492.0,77003,1300.0
29.752952,-95.334833,1935.0,1.0,1.0,742.0,4700.0,77003,1075.0
29.745584,-95.363091,2015.0,1.0,1.0,847.0,48683.0,77003,1699.0
29.752893,-95.334892,1935.0,1.0,1.0,742.0,4700.0,77003,1075.0
29.745584,-95.363091,2015.0,1.0,1.0,958.0,48683.0,77003,2004.0
29.745527,-95.363233,2015.0,1.0,1.0,783.0,48683.0,77003,1734.0
29.746189,-95.334929,1919.0,1.0,1.0,900.0,5001.0,77003,900.0
29.74988,-95.341187,1940.0,1.0,1.0,425.0,5001.0,77003,900.0
29.74988,-95.341187,1940.0,1.0,1.0,525.0,5001.0,77003,950.0
29.749827,-95.341092,1940.0,1.0,1.0,575.0,5001.0,77003,950.0
29.736597,-95.343208,1927.0,1.0,1.0,590.0,5001.0,77003,750.0
29.748025,-95.333315,1949.0,1.0,1.0,720.0,5001.0,77003,1200.0
29.750925,-95.35414,1929.0,1.0,1.0,789.0,20103.0,77003,1650.0
29.74564,-95.343971,1930.0,1.0,1.0,685.0,116323.0,77003,1425.0
29.74564,-95.343971,1930.0,1.0,1.0,800.0,116323.0,77003,1550.0
29.758245,-95.34565,2019.0,1.0,1.0,613.0,80813.0,77003,1936.0
29.758245,-95.34565,2019.0,1.0,1.0,807.0,80813.0,77003,2123.0
29.758245,-95.34565,2019.0,1.0,2.0,691.0,80813.0,77003,1936.0
29.74557,-95.36338,0.0,1.0,1.0,760.0,0.0,77003,1375.0
29.755068,-95.350957,0.0,1.0,1.0,600.0,0.0,77003,1100.0
29.748096,-95.33952,1930.0,1.0,1.0,650.0,5989.0,77003,850.0
29.759351,-95.341235,2021.0,2.0,2.0,1330.0,0.0,77003,2776.0
29.760945,-95.346796,0.0,2.0,2.0,1240.0,0.0,77003,2424.0
29.760365,-95.345515,0.0,2.0,1.0,1025.0,0.0,77003,2009.0
29.760813,-95.346565,0.0,2.0,1.0,959.0,0.0,77003,1780.0
29.745584,-95.363091,0.0,2.0,2.0,1117.0,0.0,77003,1899.0
29.745584,-95.363091,0.0,2.0,2.0,1029.0,0.0,77003,1899.0
29.760813,-95.346565,0.0,2.0,2.0,1168.0,0.0,77003,2351.0
29.760813,-95.346565,0.0,2.0,2.0,1148.0,0.0,77003,2170.0
29.744306,-95.348659,2004.0,2.0,2.0,1686.0,1398.0,77003,2250.0
29.754907,-95.3295,1930.0,2.0,1.0,720.0,8002.0,77003,1500.0
29.743658,-95.366969,2003.0,2.0,3.0,1752.0,1381.0,77003,2287.0
29.744295,-95.34812,2005.0,2.0,2.0,1344.0,1516.0,77003,2200.0
29.751343,-95.330579,1938.0,2.0,1.0,896.0,3999.0,77003,2200.0
29.750672,-95.347851,2015.0,2.0,3.0,1396.0,1294.0,77003,2200.0
29.742228,-95.345612,1930.0,2.0,2.0,900.0,7492.0,77003,1700.0
29.744399,-95.350331,2005.0,2.0,2.0,1181.0,1437.0,77003,1900.0
29.760179,-95.343915,1930.0,2.0,1.0,1056.0,5445.0,77003,2500.0
29.741921,-95.362654,1940.0,2.0,1.0,1320.0,5000.0,77003,1325.0
29.745527,-95.363233,2015.0,2.0,2.0,1029.0,48683.0,77003,1899.0
29.739185,-95.348869,1930.0,2.0,1.0,792.0,0.0,77003,1400.0
